"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","numPic","interval","test","exp","day.and.time","correct","include","first.trial","numPicN","intervalN"
"19","3","Apr 03 2013","04:30:47",15,2,"Switch",1,"Novel140",4,"Novel58",7,3474,"8","7",1,"Exp 1",15798.1880439815,FALSE,TRUE,FALSE,8,7
"20","3","Apr 03 2013","04:30:47",16,3,"Same",0,"Novel138",0,"Novel138",1,1456,"8","7",1,"Exp 1",15798.1880439815,TRUE,TRUE,FALSE,8,7
"21","3","Apr 03 2013","04:30:47",17,4,"Switch",1,"Novel65",3,"Novel35",2,4801,"8","7",1,"Exp 1",15798.1880439815,FALSE,TRUE,FALSE,8,7
"22","3","Apr 03 2013","04:30:47",18,5,"Same",0,"Novel89",2,"Novel9",3,1737,"8","7",1,"Exp 1",15798.1880439815,FALSE,TRUE,FALSE,8,7
"23","3","Apr 03 2013","04:30:47",19,6,"Switch",0,"Novel131",1,"Novel131",2,4294,"8","7",1,"Exp 1",15798.1880439815,TRUE,TRUE,FALSE,8,7
"24","3","Apr 03 2013","04:30:47",20,7,"Same",1,"Novel15",0,"Novel109",4,2024,"8","7",1,"Exp 1",15798.1880439815,FALSE,TRUE,FALSE,8,7
"25","4","Aug 11 2013","13:11:47",6,0,"Switch",0,"Novel6",0,"Novel6",1,3225,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,TRUE,2,0
"26","4","Aug 11 2013","13:11:47",8,1,"Same",0,"Novel111",0,"Novel111",1,1496,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,FALSE,2,0
"27","4","Aug 11 2013","13:11:47",10,2,"Switch",1,"Novel5",0,"Novel103",1,827,"2","0",1,"Exp 1",15928.549849537,FALSE,TRUE,FALSE,2,0
"28","4","Aug 11 2013","13:11:47",12,3,"Same",1,"Novel46",0,"Novel46",0,1105,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,FALSE,2,0
"29","4","Aug 11 2013","13:11:47",14,4,"Switch",1,"Novel94",1,"Novel2",0,1267,"2","0",1,"Exp 1",15928.549849537,FALSE,TRUE,FALSE,2,0
"30","4","Aug 11 2013","13:11:47",16,5,"Same",0,"Novel134",0,"Novel134",1,905,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,FALSE,2,0
"31","4","Aug 11 2013","13:11:47",18,6,"Switch",0,"Novel137",1,"Novel137",0,3468,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,FALSE,2,0
"32","4","Aug 11 2013","13:11:47",20,7,"Same",1,"Novel36",1,"Novel36",1,1673,"2","0",1,"Exp 1",15928.549849537,TRUE,TRUE,FALSE,2,0
"33","5","Aug 11 2013","12:40:04",13,0,"Switch",1,"Novel64",3,"Novel4",4,23659,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,TRUE,8,7
"34","5","Aug 11 2013","12:40:04",14,1,"Same",0,"Novel121",4,"Novel121",6,5525,"8","7",1,"Exp 1",15928.5278240741,TRUE,TRUE,FALSE,8,7
"35","5","Aug 11 2013","12:40:04",15,2,"Switch",0,"Novel19",7,"Novel16",2,2442,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"36","5","Aug 11 2013","12:40:04",16,3,"Same",1,"Novel63",5,"Novel65",7,1857,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"37","5","Aug 11 2013","12:40:04",17,4,"Switch",0,"Novel29",7,"Novel123",7,2011,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"38","5","Aug 11 2013","12:40:04",18,5,"Same",0,"Novel122",1,"Novel98",0,1453,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"39","5","Aug 11 2013","12:40:04",19,6,"Switch",1,"Novel77",4,"Novel44",6,1520,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"40","5","Aug 11 2013","12:40:04",20,7,"Same",1,"Novel37",4,"Novel105",0,1290,"8","7",1,"Exp 1",15928.5278240741,FALSE,TRUE,FALSE,8,7
"41","6","Aug 11 2013","23:57:47",6,0,"Switch",1,"Novel52",0,"Novel52",0,2526,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,TRUE,2,0
"42","6","Aug 11 2013","23:57:47",8,1,"Same",0,"Novel135",1,"Novel135",0,2523,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"43","6","Aug 11 2013","23:57:47",10,2,"Switch",1,"Novel45",0,"Novel45",0,1918,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"44","6","Aug 11 2013","23:57:47",12,3,"Same",1,"Novel73",0,"Novel73",0,1221,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"45","6","Aug 11 2013","23:57:47",14,4,"Switch",0,"Novel41",1,"Novel41",0,1271,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"46","6","Aug 11 2013","23:57:47",16,5,"Same",1,"Novel128",1,"Novel128",1,931,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"47","6","Aug 11 2013","23:57:47",18,6,"Switch",0,"Novel23",0,"Novel23",1,1200,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"48","6","Aug 11 2013","23:57:47",20,7,"Same",0,"Novel55",0,"Novel55",1,903,"2","0",1,"Exp 1",15928.9984606481,TRUE,TRUE,FALSE,2,0
"49","7","Aug 11 2013","18:22:51",7,0,"Same",1,"Novel44",1,"Novel49",0,5408,"2","1",1,"Exp 1",15928.7658680556,FALSE,TRUE,TRUE,2,1
"50","7","Aug 11 2013","18:22:51",8,1,"Switch",1,"Novel83",0,"Novel31",1,2306,"2","1",1,"Exp 1",15928.7658680556,FALSE,TRUE,FALSE,2,1
"51","7","Aug 11 2013","18:22:51",11,2,"Same",1,"Novel20",1,"Novel20",1,2365,"2","1",1,"Exp 1",15928.7658680556,TRUE,TRUE,FALSE,2,1
"52","7","Aug 11 2013","18:22:51",12,3,"Switch",0,"Novel130",1,"Novel130",0,4549,"2","1",1,"Exp 1",15928.7658680556,TRUE,TRUE,FALSE,2,1
"53","7","Aug 11 2013","18:22:51",15,4,"Same",0,"Novel5",0,"Novel5",1,1682,"2","1",1,"Exp 1",15928.7658680556,TRUE,TRUE,FALSE,2,1
"54","7","Aug 11 2013","18:22:51",16,5,"Switch",0,"Novel129",1,"Novel129",0,1732,"2","1",1,"Exp 1",15928.7658680556,TRUE,TRUE,FALSE,2,1
"55","7","Aug 11 2013","18:22:51",19,6,"Same",0,"Novel64",1,"Novel82",1,1809,"2","1",1,"Exp 1",15928.7658680556,FALSE,TRUE,FALSE,2,1
"56","7","Aug 11 2013","18:22:51",20,7,"Switch",1,"Novel7",1,"Novel7",1,2124,"2","1",1,"Exp 1",15928.7658680556,TRUE,TRUE,FALSE,2,1
"57","8","Aug 11 2013","23:01:20",9,0,"Same",0,"Novel82",2,"Novel82",1,1804,"4","3",1,"Exp 1",15928.9592592593,TRUE,TRUE,TRUE,4,3
"58","8","Aug 11 2013","23:01:20",10,1,"Switch",0,"Novel56",1,"Novel77",3,1864,"4","3",1,"Exp 1",15928.9592592593,FALSE,TRUE,FALSE,4,3
"59","8","Aug 11 2013","23:01:20",11,2,"Same",0,"Novel53",0,"Novel53",2,2412,"4","3",1,"Exp 1",15928.9592592593,TRUE,TRUE,FALSE,4,3
"60","8","Aug 11 2013","23:01:20",12,3,"Switch",1,"Novel133",2,"Novel99",1,1488,"4","3",1,"Exp 1",15928.9592592593,FALSE,TRUE,FALSE,4,3
"61","8","Aug 11 2013","23:01:20",17,4,"Same",1,"Novel83",2,"Novel68",1,1034,"4","3",1,"Exp 1",15928.9592592593,FALSE,TRUE,FALSE,4,3
"62","8","Aug 11 2013","23:01:20",18,5,"Switch",1,"Novel104",1,"Novel123",3,1052,"4","3",1,"Exp 1",15928.9592592593,FALSE,TRUE,FALSE,4,3
"63","8","Aug 11 2013","23:01:20",19,6,"Same",1,"Novel61",1,"Novel61",1,1422,"4","3",1,"Exp 1",15928.9592592593,TRUE,TRUE,FALSE,4,3
"64","8","Aug 11 2013","23:01:20",20,7,"Switch",0,"Novel7",2,"Novel59",2,1770,"4","3",1,"Exp 1",15928.9592592593,FALSE,TRUE,FALSE,4,3
"65","9","Aug 11 2013","16:04:40",7,0,"Same",0,"Novel121",0,"Novel121",1,1885,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,TRUE,2,1
"66","9","Aug 11 2013","16:04:40",8,1,"Switch",1,"Novel130",1,"Novel130",1,3804,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"67","9","Aug 11 2013","16:04:40",11,2,"Same",0,"Novel17",0,"Novel17",1,1552,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"68","9","Aug 11 2013","16:04:40",12,3,"Switch",1,"Novel76",0,"Novel76",0,1159,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"69","9","Aug 11 2013","16:04:40",15,4,"Same",1,"Novel40",0,"Novel40",0,3401,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"70","9","Aug 11 2013","16:04:40",16,5,"Switch",0,"Novel25",0,"Novel25",1,1084,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"71","9","Aug 11 2013","16:04:40",19,6,"Same",1,"Novel67",1,"Novel67",1,3453,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"72","9","Aug 11 2013","16:04:40",20,7,"Switch",0,"Novel69",0,"Novel69",1,1174,"2","1",1,"Exp 1",15928.6699074074,TRUE,TRUE,FALSE,2,1
"73","10","Aug 11 2013","18:04:41",7,0,"Same",0,"Novel73",3,"Novel73",0,2559,"4","1",1,"Exp 1",15928.7532523148,TRUE,TRUE,TRUE,4,1
"74","10","Aug 11 2013","18:04:41",8,1,"Switch",1,"Novel121",0,"Novel101",2,2713,"4","1",1,"Exp 1",15928.7532523148,FALSE,TRUE,FALSE,4,1
"75","10","Aug 11 2013","18:04:41",11,2,"Same",0,"Novel131",2,"Novel131",3,2913,"4","1",1,"Exp 1",15928.7532523148,TRUE,TRUE,FALSE,4,1
"76","10","Aug 11 2013","18:04:41",12,3,"Switch",0,"Novel67",0,"Novel139",3,2787,"4","1",1,"Exp 1",15928.7532523148,FALSE,TRUE,FALSE,4,1
"77","10","Aug 11 2013","18:04:41",15,4,"Same",1,"Novel106",3,"Novel106",3,2376,"4","1",1,"Exp 1",15928.7532523148,TRUE,TRUE,FALSE,4,1
"78","10","Aug 11 2013","18:04:41",16,5,"Switch",1,"Novel20",0,"Novel64",1,2164,"4","1",1,"Exp 1",15928.7532523148,FALSE,TRUE,FALSE,4,1
"79","10","Aug 11 2013","18:04:41",19,6,"Same",1,"Novel37",2,"Novel138",3,3003,"4","1",1,"Exp 1",15928.7532523148,FALSE,TRUE,FALSE,4,1
"80","10","Aug 11 2013","18:04:41",20,7,"Switch",0,"Novel43",1,"Novel21",3,2942,"4","1",1,"Exp 1",15928.7532523148,FALSE,TRUE,FALSE,4,1
"81","11","Aug 11 2013","21:38:04",7,0,"Same",0,"Novel53",2,"Novel53",0,1257,"3","1",1,"Exp 1",15928.9014351852,TRUE,TRUE,TRUE,3,1
"82","11","Aug 11 2013","21:38:04",8,1,"Switch",0,"Novel35",1,"Novel64",1,4723,"3","1",1,"Exp 1",15928.9014351852,FALSE,TRUE,FALSE,3,1
"83","11","Aug 11 2013","21:38:04",11,2,"Same",1,"Novel13",0,"Novel13",0,818,"3","1",1,"Exp 1",15928.9014351852,TRUE,TRUE,FALSE,3,1
"84","11","Aug 11 2013","21:38:04",12,3,"Switch",1,"Novel116",0,"Novel116",0,2482,"3","1",1,"Exp 1",15928.9014351852,TRUE,TRUE,FALSE,3,1
"85","11","Aug 11 2013","21:38:04",15,4,"Same",1,"Novel32",1,"Novel32",1,1193,"3","1",1,"Exp 1",15928.9014351852,TRUE,TRUE,FALSE,3,1
"86","11","Aug 11 2013","21:38:04",16,5,"Switch",1,"Novel87",0,"Novel107",2,3951,"3","1",1,"Exp 1",15928.9014351852,FALSE,TRUE,FALSE,3,1
"87","11","Aug 11 2013","21:38:04",19,6,"Same",0,"Novel76",2,"Novel1",2,1664,"3","1",1,"Exp 1",15928.9014351852,FALSE,TRUE,FALSE,3,1
"88","11","Aug 11 2013","21:38:04",20,7,"Switch",0,"Novel111",2,"Novel111",0,1395,"3","1",1,"Exp 1",15928.9014351852,TRUE,TRUE,FALSE,3,1
"89","12","Apr 07 2013","12:42:52",9,0,"Switch",0,"Novel7",0,"Novel28",1,3518,"3","3",1,"Exp 1",15802.5297685185,FALSE,TRUE,TRUE,3,3
"90","12","Apr 07 2013","12:42:52",10,1,"Same",0,"Novel3",2,"Novel3",1,1964,"3","3",1,"Exp 1",15802.5297685185,TRUE,TRUE,FALSE,3,3
"91","12","Apr 07 2013","12:42:52",11,2,"Switch",1,"Novel118",2,"Novel23",1,3996,"3","3",1,"Exp 1",15802.5297685185,FALSE,TRUE,FALSE,3,3
"92","12","Apr 07 2013","12:42:52",12,3,"Same",1,"Novel60",1,"Novel60",1,1268,"3","3",1,"Exp 1",15802.5297685185,TRUE,TRUE,FALSE,3,3
"93","12","Apr 07 2013","12:42:52",17,4,"Switch",0,"Novel86",2,"Novel38",2,4131,"3","3",1,"Exp 1",15802.5297685185,FALSE,TRUE,FALSE,3,3
"94","12","Apr 07 2013","12:42:52",18,5,"Same",1,"Novel32",1,"Novel32",1,3016,"3","3",1,"Exp 1",15802.5297685185,TRUE,TRUE,FALSE,3,3
"95","12","Apr 07 2013","12:42:52",19,6,"Switch",1,"Novel30",1,"Novel30",1,3349,"3","3",1,"Exp 1",15802.5297685185,TRUE,TRUE,FALSE,3,3
"96","12","Apr 07 2013","12:42:52",20,7,"Same",0,"Novel10",1,"Novel10",0,1758,"3","3",1,"Exp 1",15802.5297685185,TRUE,TRUE,FALSE,3,3
"97","13","Aug 11 2013","20:48:49",7,0,"Same",0,"Novel27",0,"Novel27",1,1797,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,TRUE,2,1
"98","13","Aug 11 2013","20:48:49",8,1,"Switch",0,"Novel72",0,"Novel72",1,2363,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"99","13","Aug 11 2013","20:48:49",11,2,"Same",1,"Novel96",0,"Novel96",0,1525,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"100","13","Aug 11 2013","20:48:49",12,3,"Switch",1,"Novel28",1,"Novel15",0,5203,"2","1",1,"Exp 1",15928.8672337963,FALSE,TRUE,FALSE,2,1
"101","13","Aug 11 2013","20:48:49",15,4,"Same",1,"Novel136",0,"Novel136",0,906,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"102","13","Aug 11 2013","20:48:49",16,5,"Switch",0,"Novel88",0,"Novel88",1,1026,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"103","13","Aug 11 2013","20:48:49",19,6,"Same",0,"Novel39",1,"Novel39",0,3426,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"104","13","Aug 11 2013","20:48:49",20,7,"Switch",1,"Novel84",0,"Novel84",0,1030,"2","1",1,"Exp 1",15928.8672337963,TRUE,TRUE,FALSE,2,1
"105","14","Apr 06 2013","16:29:49",13,0,"Same",1,"Novel119",1,"Novel119",1,1544,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,TRUE,3,7
"106","14","Apr 06 2013","16:29:49",14,1,"Switch",1,"Novel87",1,"Novel87",1,4037,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"107","14","Apr 06 2013","16:29:49",15,2,"Same",1,"Novel78",0,"Novel78",0,2188,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"108","14","Apr 06 2013","16:29:49",16,3,"Switch",0,"Novel100",2,"Novel100",0,2531,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"109","14","Apr 06 2013","16:29:49",17,4,"Same",0,"Novel24",0,"Novel24",1,2682,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"110","14","Apr 06 2013","16:29:49",18,5,"Switch",0,"Novel50",2,"Novel50",0,6371,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"111","14","Apr 06 2013","16:29:49",19,6,"Same",0,"Novel19",0,"Novel19",1,2341,"3","7",1,"Exp 1",15801.6873726852,TRUE,TRUE,FALSE,3,7
"112","14","Apr 06 2013","16:29:49",20,7,"Switch",1,"Novel70",1,"Novel140",0,2211,"3","7",1,"Exp 1",15801.6873726852,FALSE,TRUE,FALSE,3,7
"113","15","Aug 11 2013","22:47:23",6,0,"Same",1,"Novel68",1,"Novel68",1,773,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,TRUE,3,0
"114","15","Aug 11 2013","22:47:23",8,1,"Switch",0,"Novel128",2,"Novel20",1,781,"3","0",1,"Exp 1",15928.9495717593,FALSE,TRUE,FALSE,3,0
"115","15","Aug 11 2013","22:47:23",10,2,"Same",1,"Novel79",0,"Novel79",0,529,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"116","15","Aug 11 2013","22:47:23",12,3,"Switch",1,"Novel72",0,"Novel72",0,697,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"117","15","Aug 11 2013","22:47:23",14,4,"Same",0,"Novel22",2,"Novel22",0,404,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"118","15","Aug 11 2013","22:47:23",16,5,"Switch",1,"Novel103",0,"Novel103",0,483,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"119","15","Aug 11 2013","22:47:23",18,6,"Same",0,"Novel70",0,"Novel70",2,588,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"120","15","Aug 11 2013","22:47:23",20,7,"Switch",0,"Novel129",0,"Novel129",2,533,"3","0",1,"Exp 1",15928.9495717593,TRUE,TRUE,FALSE,3,0
"121","16","Apr 03 2013","20:27:34",7,0,"Same",0,"Novel71",2,"Novel71",1,1442,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,TRUE,4,1
"122","16","Apr 03 2013","20:27:34",8,1,"Switch",1,"Novel47",1,"Novel47",1,3826,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,FALSE,4,1
"123","16","Apr 03 2013","20:27:34",11,2,"Same",0,"Novel122",1,"Novel122",2,1013,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,FALSE,4,1
"124","16","Apr 03 2013","20:27:34",12,3,"Switch",1,"Novel82",0,"Novel82",0,4012,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,FALSE,4,1
"125","16","Apr 03 2013","20:27:34",15,4,"Same",1,"Novel24",3,"Novel24",3,1360,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,FALSE,4,1
"126","16","Apr 03 2013","20:27:34",16,5,"Switch",0,"Novel131",3,"Novel68",3,3808,"4","1",1,"Exp 1",15798.8524768519,FALSE,TRUE,FALSE,4,1
"127","16","Apr 03 2013","20:27:34",19,6,"Same",1,"Novel48",1,"Novel48",1,2790,"4","1",1,"Exp 1",15798.8524768519,TRUE,TRUE,FALSE,4,1
"128","16","Apr 03 2013","20:27:34",20,7,"Switch",0,"Novel111",0,"Novel21",1,3655,"4","1",1,"Exp 1",15798.8524768519,FALSE,TRUE,FALSE,4,1
"129","17","Aug 11 2013","22:05:02",6,0,"Same",0,"Novel42",6,"Novel42",0,4738,"8","0",1,"Exp 1",15928.920162037,TRUE,TRUE,TRUE,8,0
"130","17","Aug 11 2013","22:05:02",8,1,"Switch",1,"Novel63",0,"Novel125",5,7820,"8","0",1,"Exp 1",15928.920162037,FALSE,TRUE,FALSE,8,0
"131","17","Aug 11 2013","22:05:02",10,2,"Same",1,"Novel97",3,"Novel97",3,1514,"8","0",1,"Exp 1",15928.920162037,TRUE,TRUE,FALSE,8,0
"132","17","Aug 11 2013","22:05:02",12,3,"Switch",0,"Novel77",3,"Novel119",2,3569,"8","0",1,"Exp 1",15928.920162037,FALSE,TRUE,FALSE,8,0
"133","17","Aug 11 2013","22:05:02",14,4,"Same",1,"Novel45",7,"Novel45",7,1244,"8","0",1,"Exp 1",15928.920162037,TRUE,TRUE,FALSE,8,0
"134","17","Aug 11 2013","22:05:02",16,5,"Switch",1,"Novel11",3,"Novel31",4,4289,"8","0",1,"Exp 1",15928.920162037,FALSE,TRUE,FALSE,8,0
"135","17","Aug 11 2013","22:05:02",18,6,"Same",0,"Novel69",0,"Novel15",1,3792,"8","0",1,"Exp 1",15928.920162037,FALSE,TRUE,FALSE,8,0
"136","17","Aug 11 2013","22:05:02",20,7,"Switch",0,"Novel66",2,"Novel12",4,2857,"8","0",1,"Exp 1",15928.920162037,FALSE,TRUE,FALSE,8,0
"137","18","Aug 11 2013","12:25:03",9,0,"Switch",1,"Novel78",1,"Novel78",1,2365,"2","3",1,"Exp 1",15928.5173958333,TRUE,TRUE,TRUE,2,3
"138","18","Aug 11 2013","12:25:03",10,1,"Same",1,"Novel120",0,"Novel120",0,2148,"2","3",1,"Exp 1",15928.5173958333,TRUE,TRUE,FALSE,2,3
"139","18","Aug 11 2013","12:25:03",11,2,"Switch",0,"Novel37",1,"Novel37",0,1789,"2","3",1,"Exp 1",15928.5173958333,TRUE,TRUE,FALSE,2,3
"140","18","Aug 11 2013","12:25:03",12,3,"Same",0,"Novel49",0,"Novel49",1,2764,"2","3",1,"Exp 1",15928.5173958333,TRUE,TRUE,FALSE,2,3
"141","18","Aug 11 2013","12:25:03",17,4,"Switch",1,"Novel106",0,"Novel14",1,1373,"2","3",1,"Exp 1",15928.5173958333,FALSE,TRUE,FALSE,2,3
"142","18","Aug 11 2013","12:25:03",18,5,"Same",0,"Novel131",0,"Novel105",0,1348,"2","3",1,"Exp 1",15928.5173958333,FALSE,TRUE,FALSE,2,3
"143","18","Aug 11 2013","12:25:03",19,6,"Switch",0,"Novel101",1,"Novel101",0,1832,"2","3",1,"Exp 1",15928.5173958333,TRUE,TRUE,FALSE,2,3
"144","18","Aug 11 2013","12:25:03",20,7,"Same",1,"Novel74",0,"Novel63",1,1385,"2","3",1,"Exp 1",15928.5173958333,FALSE,TRUE,FALSE,2,3
"145","19","Aug 12 2013","06:47:19",13,0,"Same",0,"Novel11",0,"Novel11",1,1048,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,TRUE,3,7
"146","19","Aug 12 2013","06:47:19",14,1,"Switch",1,"Novel69",1,"Novel69",1,2216,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"147","19","Aug 12 2013","06:47:19",15,2,"Same",0,"Novel128",0,"Novel128",1,2076,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"148","19","Aug 12 2013","06:47:19",16,3,"Switch",1,"Novel1",1,"Novel1",1,2051,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"149","19","Aug 12 2013","06:47:19",17,4,"Same",1,"Novel133",0,"Novel133",0,2649,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"150","19","Aug 12 2013","06:47:19",18,5,"Switch",0,"Novel104",2,"Novel104",1,1022,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"151","19","Aug 12 2013","06:47:19",19,6,"Same",1,"Novel93",1,"Novel93",1,1896,"3","7",1,"Exp 1",15929.2828587963,TRUE,TRUE,FALSE,3,7
"152","19","Aug 12 2013","06:47:19",20,7,"Switch",0,"Novel90",2,"Novel102",0,1465,"3","7",1,"Exp 1",15929.2828587963,FALSE,TRUE,FALSE,3,7
